plant_name,plant_no,capacity,longitude,latitude,city,county,plant_address,time_zone,maintainer,holding,spv,om,epc,owner,plant_alias,plant_address_no,on_grid_date,fee_rate,active,agent
名竣_斗南雞舍,ECTT0007,498.98,120.517718,23.655122,雲林縣,斗南鎮,雲林縣斗南鎮將軍里,GMT +8,,,,,名竣,,ECTT0007,雲林縣斗南鎮將軍里,0000-00-00 00:00:00,0,Y,易謙科技
