"PLANT_NO","UNIT_ID","POWER_COLLECTOR_KEY","UNIT_TYPE","DESCRIPTION","PHYSICAL_ADDRESS","CATEGORY","VENDOR","UNIT_SN","CREATE_TIME","LM_USER","LM_TIME","SPECIFICATION","DUMMY_FLAG","DEVICE_TREE_ID","WITH_DC","CAPACITY","CREATE_USER","facing","check_coefficient","INV_RSID","INV_SN","INV_NO","INV_SIZE","MPPT","STRING_QTY","ARRAY_QTY","MODULE_QTY","VMPP","IMPP","UPDATE_FLAG","db_updated_at"
"ECTT0006","ECTT0006M170","ECTT000601","INVERTER",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,0,66.7,"superadmin",NULL,0.3,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M171","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,17,NULL,1,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M172","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,17,NULL,2,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M173","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,17,NULL,3,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M174","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,17,NULL,4,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M175","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,17,NULL,5,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M176","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,17,NULL,6,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M177","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,17,NULL,7,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M178","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,17,NULL,8,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M179","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,17,NULL,9,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M17a","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,17,NULL,"a",23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M180","ECTT000601","INVERTER",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,0,66.7,"superadmin",NULL,0.3,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M181","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,18,NULL,1,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M182","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,18,NULL,2,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M183","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,18,NULL,3,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M184","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,18,NULL,4,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M185","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,18,NULL,5,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M186","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,18,NULL,6,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M187","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,18,NULL,7,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M188","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,18,NULL,8,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M189","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,18,NULL,9,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M18a","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,18,NULL,"a",23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M190","ECTT000601","INVERTER",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,0,66.7,"superadmin",NULL,0.3,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M191","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,19,NULL,1,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M192","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,19,NULL,2,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M193","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,19,NULL,3,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M194","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,19,NULL,4,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M195","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,19,NULL,5,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M196","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,19,NULL,6,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M197","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,19,NULL,7,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M198","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,19,NULL,8,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M199","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,19,NULL,9,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M19a","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,19,NULL,"a",23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M200","ECTT000601","INVERTER",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,0,66.7,"superadmin",NULL,0.3,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M201","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,20,NULL,1,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M202","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,20,NULL,2,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M203","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,20,NULL,3,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M204","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,20,NULL,4,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M205","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,20,NULL,5,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M206","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,20,NULL,6,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M207","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,20,NULL,7,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M208","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,20,NULL,8,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M209","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,20,NULL,9,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M20a","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,20,NULL,"a",23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M210","ECTT000601","INVERTER",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,0,23.2,"superadmin",NULL,0.3,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M211","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,11.6,"superadmin","EN",0.3,NULL,NULL,21,NULL,1,20,2,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M212","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,11.6,"superadmin","EN",0.3,NULL,NULL,21,NULL,2,20,2,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006S002","ECTT000601","RADIATION",NULL,NULL,"SENSOR",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,0,0,"superadmin",NULL,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006S001","ECTT000601","TEMPERATURE",NULL,NULL,"SENSOR",NULL,NULL,"2019-01-09 00:00:00","superadmin","2019-01-09 00:00:00","UNKNOWN","N",NULL,0,0,"superadmin",NULL,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-01-09 00:00:00"
