"PLANT_NO","UNIT_ID","POWER_COLLECTOR_KEY","UNIT_TYPE","DESCRIPTION","PHYSICAL_ADDRESS","CATEGORY","VENDOR","UNIT_SN","CREATE_TIME","LM_USER","LM_TIME","SPECIFICATION","DUMMY_FLAG","DEVICE_TREE_ID","WITH_DC","CAPACITY","CREATE_USER","facing","check_coefficient","INV_RSID","INV_SN","INV_NO","INV_SIZE","MPPT","STRING_QTY","ARRAY_QTY","MODULE_QTY","VMPP","IMPP","UPDATE_FLAG","db_updated_at"
"ECTT0006","ECTT0006M080","ECTT000601","INVERTER",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,0,29.29,"superadmin",NULL,0.3,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M081","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,11.02,"superadmin","WS",0.3,NULL,NULL,8,NULL,1,19,2,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M082","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,18.27,"superadmin","WS",0.3,NULL,NULL,8,NULL,2,21,3,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M090","ECTT000601","INVERTER",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,0,66.7,"superadmin",NULL,0.3,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M091","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,9,NULL,1,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M092","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,9,NULL,2,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M093","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,9,NULL,3,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M094","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,9,NULL,4,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M095","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,9,NULL,5,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M096","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,9,NULL,6,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M097","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,9,NULL,7,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M098","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,9,NULL,8,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M099","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,9,NULL,9,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M09a","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,9,NULL,"a",23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M100","ECTT000601","INVERTER",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,0,66.7,"superadmin",NULL,0.3,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M101","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,10,NULL,1,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M102","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,10,NULL,2,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M103","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,10,NULL,3,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M104","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,10,NULL,4,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M105","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,10,NULL,5,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M106","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,10,NULL,6,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M107","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,10,NULL,7,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M108","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,10,NULL,8,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M109","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,10,NULL,9,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M10a","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,10,NULL,"a",23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M110","ECTT000601","INVERTER",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,0,66.7,"superadmin",NULL,0.3,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M111","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,11,NULL,1,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M112","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,11,NULL,2,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M113","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,11,NULL,3,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M114","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,11,NULL,4,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M115","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,11,NULL,5,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M116","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,11,NULL,6,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M117","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,11,NULL,7,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M118","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,11,NULL,8,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M119","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,11,NULL,9,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M11a","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,11,NULL,"a",23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M120","ECTT000601","INVERTER",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,0,66.7,"superadmin",NULL,0.3,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M121","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,12,NULL,1,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M122","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,12,NULL,2,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M123","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,12,NULL,3,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M124","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,12,NULL,4,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M125","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,12,NULL,5,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M126","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,12,NULL,6,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M127","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,12,NULL,7,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M128","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,12,NULL,8,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M129","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,12,NULL,9,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M12a","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","WS",0.3,NULL,NULL,12,NULL,"a",23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M130","ECTT000601","INVERTER",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,0,66.7,"superadmin",NULL,0.3,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M131","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,13,NULL,1,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M132","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,13,NULL,2,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M133","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,13,NULL,3,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M134","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,13,NULL,4,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M135","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,13,NULL,5,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M136","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,13,NULL,6,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M137","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,13,NULL,7,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M138","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,13,NULL,8,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M139","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,13,NULL,9,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M13a","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,13,NULL,"a",23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M140","ECTT000601","INVERTER",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,0,66.7,"superadmin",NULL,0.3,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M141","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,14,NULL,1,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M142","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,14,NULL,2,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M143","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,14,NULL,3,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M144","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,14,NULL,4,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M145","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,14,NULL,5,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M146","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,14,NULL,6,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M147","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,14,NULL,7,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M148","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,14,NULL,8,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M149","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,14,NULL,9,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M14a","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,14,NULL,"a",23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M150","ECTT000601","INVERTER",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,0,66.7,"superadmin",NULL,0.3,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M151","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,15,NULL,1,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M152","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,15,NULL,2,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M153","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,15,NULL,3,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M154","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,15,NULL,4,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M155","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,15,NULL,5,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M156","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,15,NULL,6,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M157","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,15,NULL,7,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M158","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,15,NULL,8,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M159","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,15,NULL,9,23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M15a","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,6.67,"superadmin","EN",0.3,NULL,NULL,15,NULL,"a",23,1,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M160","ECTT000601","INVERTER",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,0,29.29,"superadmin",NULL,0.3,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M161","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,11.02,"superadmin","EN",0.3,NULL,NULL,16,NULL,1,19,2,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
"ECTT0006","ECTT0006M162","ECTT000601","MPPT",NULL,NULL,"METER",NULL,NULL,"2019-11-08 00:00:00","superadmin","2019-11-08 00:00:00","UNKNOWN","N",NULL,1,18.27,"superadmin","EN",0.3,NULL,NULL,16,NULL,2,21,3,0,NULL,NULL,NULL,"2019-11-08 00:00:00"
